term;term.soort;term.status;bron;term.nummer;scope_note
val (vangtuig);objectnaam$onderwerp;niet gedefinieerd;AAT$Van Dale;N3558;Toestel om dieren te vangen, doordat een deurtje of deksel dichtvalt. (van dale)
rolvorm (marsepein);objectnaam;non-descriptor;"";"";""
maatkolf;objectnaam;niet gedefinieerd;wiki;"";"Een maatkolf is een geijkt stuk laboratoriumglaswerk waarmee met grote nauwkeurigheid een vaststaand volume van een vloeistof afgemeten kan worden door de maatkolf te vullen totdat de onderkant van de meniscus de afvulstreep raakt.
Een maatkolf dankt zijn nauwkeurigheid aan de smalle hals, die er voor zorgt dat zelfs een kleine afwijking in het toegevoegde volume snel zichtbaar is.
De belangrijkste toepassing van maatkolven is het maken van verdunningen. Men kan bijvoorbeeld een nauwkeurige 1:5 verdunning maken van een oplossing door met een volumepipet 20 mL van die oplossing over te brengen in een maatkolf van 100 mL en dan de maatkolf met zuiver water aan te vullen tot de afvulstreep.
"
propipet;objectnaam;non-descriptor;"";"";""
kom;objectnaam;descriptor;http://vocab.getty.edu/aat/;300203596;Open, geronde houders, over het algemeen wijder dan hoog, vlakke onderkant of bodemring, soms een deksel. 
kersenontpitter;objectnaam;descriptor;http://vocab.getty.edu/aat/;300215751;Mechanische ontpitters die speciaal zijn ontworpen om de pitten uit kersen te verwijderen.
buffet;objectnaam;descriptor;http://vocab.getty.edu/aat/;300172119;Benaming die vrij wordt gebruikt voor verschillende wandkasten of serveertafels sinds de 16e eeuw. Tegenwoordig worden ze meestal 'dressoirs (meubelen)' genoemd.
Music-Hall;"";descriptor;https://www.wikidata.org/entity/;Q940462;""
beugelfles;objectnaam;niet gedefinieerd;AAT$De oude flesch;"";Fles met beugelsluiting. (AAT) Algemene benaming voor flessen met vooral koolzuurhoudende dranken die met een poseleinen dop en een stalen veer afgesloten worden. In 1875 uitgevonden door Charles de Quillfeldt. Op de dop staat vaak de naam en plaats van herkomst van de drankhandel die de fles in omloop brengt. ook zijn er flessen bekend met daarop de naam van de glashut. (de oude flesch)
frituurpan;objectnaam;descriptor;http://vocab.getty.edu/aat/;300196487;Houders om in te frituren, meestal diep en vaak met een netje of geperforeerd gedeelte waarin het voedsel in aanraking komt met het vet.
aardappelkroketpers;objectnaam;non-descriptor;"";"";""
komfoor;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300198452;"Metalen bakken met deksel met gaatjes voor het bereiden en warmhouden van voedsel; soms ook voor het verwarmen van ruimten."
eiermand;objectnaam;descriptor;http://vocab.getty.edu/aat/;300211954;"Diepe, open manden variërend in vorm, voornamelijk bestemd voor het verzamelen of vervoeren van eieren; vooral gebruikt voor eiermanden met een constructie van het ribtype."
inmaakpot;objectnaam;non-descriptor;"";"";""
pannenkoekenmaker;objectnaam;niet gedefinieerd;HVA;"";Machine om pannenkoeken mee/op te maken. (hva)
ijscrememaker;objectnaam;non-descriptor;"";"";""
verpakkingsmateriaal;objectcategorie;descriptor;http://vocab.getty.edu/aat/;300254740;Te gebruiken voor materiaal waarmee voorwerpen worden beschermd of ondersteund zodat ze veilig kunnen worden vervoerd of opgeborgen. Gebruik 'produktverpakkingen' voor verpakkingsmateriaal dat is voorzien van informatie over het product.
teil;objectnaam;niet gedefinieerd;Van Dale;"";Kom, diepe schotel voor versch. huishoudelijke doeleinden. En metalen (of plastic) bak met rechte, vrij hoge wanden, gebruikt om allerlei zaken in te reinigen, soms ook te bewerken of te bewaren
grillijzer;objectnaam;non-descriptor;"";"";""
slazwierder;objectnaam;non-descriptor;"";"";""
slacentrifuge;objectnaam;non-descriptor;"";"";""
shaker;objectnaam;niet gedefinieerd;Van Dale;"";"Schudbeker voor dranken. (Van Dale)

"
gasmasker;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300024800;Masker ter bescherming tegen de inwerking van giftige gassen (Van Dale)
roosterspit;objectnaam;niet gedefinieerd;AAT;"";Kooktoestellen met een braadspit waaraan voedsel wordt vastgezet en rondgedraaid voor of boven een warmtebron.
schildersezel;objectnaam;non-descriptor;"";"";""
schotelverwarmer;objectnaam;non-descriptor;"";"";""
doopvonthaal;objectnaam;non-descriptor;"";"";""
vaatwasmiddel;objectnaam;non-descriptor;"";"";""
naaldenkoker;objectnaam;descriptor;https://www.wikidata.org/entity/;Q28769384;"Koker waar naalden waar mee genaaid wordt in te bewaren.
Langwerpige koker voor naalden. (Van Dale)"
trechter;objectnaam;descriptor;http://vocab.getty.edu/aat/;300200490;"Constructies bestaande uit een omgekeerde kegel met een nauwe buis aan de top; gebruikt voor het geleiden van vloeistoffen of andere substanties van de ene opvangbak naar de andere, meestal met een nauwere opening, soms gecombineerd met filters."
balkaart;objectnaam;niet gedefinieerd;Van Dale;"";Kaart die dezelfde dienst doet als een balboekje.
koffiebrander;objectnaam;descriptor;http://vocab.getty.edu/aat/;300209467;Apparat dat wordt gebruikt voor het branden van koffiebonen.
stoompulverisator;objectnaam;non-descriptor;"";"";""
grillrooster;objectnaam;niet gedefinieerd;AAT;"";Een constructie van metalen spijlen die wordt gebruikt om brood op te bakken boven kolen of in een open haard. Wordt ook gebruikt voor houten roosters of rekken met hetzelfde doel.
koffiefiltreerkan;objectnaam;non-descriptor;"";"";""
koffiefilterkan;objectnaam;non-descriptor;"";"";""
zout-, peper- en mosterdstel;objectnaam;non-descriptor;"";"";""
koffiefilterpot;objectnaam;descriptor;http://vocab.getty.edu/aat/;300215510;Koffiepotten met een opzetfilter of een mousseline zakje dat aan een uitneembare rand in de pot hangt, soms voorzien van een komfoor.
melkkan;objectnaam;descriptor;http://vocab.getty.edu/aat/;300260048;"Te gebruiken voor houders bedoeld om melk te bevatten en te serveren, vooral voor middelgrote kannen met een handvat en een tuit of schenkopening, soms ook voorzien van een deksel; gewoonlijk gemaakt als onderdeel van een theeservies; oorspronkelijk uit het begin van de 18de eeuw. Gebruik ‘roomkannen’ voor houders, meestal kleine kannen, voor het bewaren en serveren van room."
Wezemaal;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026813;""
papschuit;objectnaam;descriptor;http://vocab.getty.edu/aat/;300042963;"Bootvormige houders, meestal van zilver, tin of aardewerk, met een lange tuit; gebruikt om vloeistoffen en zacht voedsel aan kinderen en eventueel aan invaliden toe te dienen."
bustehouder;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300210538;Nauwsluitend ondergoed gedragen ter ondersteuning van de buste.
loep;objectnaam;non-descriptor;Van Dale;"";In een montuur gevat vergrootglas.
verbandtrommel;objectnaam;non-descriptor;"";"";""
zalfpot;objectnaam;descriptor;http://vocab.getty.edu/aat/;300400747;pot voor zalf.
alcoholvuur;objectnaam;non-descriptor;HVA;"";Vuur om een krulijzer op te verwarmen.
fotokader;objectnaam;non-descriptor;"";"";""
boterkruller;objectnaam;non-descriptor;"";"";""
botertrekker;objectnaam;niet gedefinieerd;MOT$AAT;"";"Keukengerei dat wordt gebruikt om van boter geplooide krullen te maken. (AAT)

Met een botertrekker kan men krullen uit boter trekken; het is een originele manier om boter te serveren. Het heeft een gebogen U-vormig blad zoals het lepelmes maar is ervan te onderscheiden doordat het aan één zijde gekarteld is. Door het blad met de tanden naar beneden op het blok boter te leggen en naar u toe te trekken, worden er krullen gemaakt. Het blad is in een recht hecht bevestigd.

Er bestaat ook een model uit plastic. Dat heeft een rechte steel (ca. 10cm) met een gekarteld rechthoekig uiteinde. Wanneer men het in warm water dompelt en ermee over het blok boter schraapt, vormt er zich een krul.
Zie ook dunschiller, balsteker. [MOT]
"
damppot;objectnaam;niet gedefinieerd;Huis van Alijn$aromatheek.be;"";"
Het inhaleren van dampen van etherische oliën wordt enkel toegepast bij luchtwegenklachten: verstopte neus, vastzittende slijmen,…. In een damppot doe je in heet water een 3-tal druppels etherische olie van vb niaouli, grove den, eucalyptus,…  (aromatheek)
"
omklophamer;objectnaam;non-descriptor;"";"";""
De Vreese, Jozef;eigennaam;niet gedefinieerd;"";"";""
slijper;objectnaam;niet gedefinieerd;Van Dale;"";Apparaat, instrument, toestel om voorwerpen scherp(er) te maken.
potloodslijper;objectnaam;non-descriptor;"";"";""
Hamme;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026464;""
inhaleertoestel;objectnaam;niet gedefinieerd;van dale;"";toestel om te inhaleren. Tegen astma, keelpijn,....
smeltlepel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300161881;IJzeren lepel om lood, tin enz. op te laten smelten en om  verhit, vloeibaar metaal mee te gieten. (van dale)
broodtrommel;objectnaam;non-descriptor;http://vocab.getty.edu/aat/;300195328;Luchtdichte of bijna luchtdichte, doosachtige houders van metaal of plastic, om brood en ander gebakken voedsel in te bewaren zodat het vers blijft.
vaatwasproduct;objectnaam;non-descriptor;"";"";""
bunker;onderwerp;descriptor;http://vocab.getty.edu/aat/;300006940;"Algemene, aan het Duits ontleende benaming voor gevechtsopstellingen, onderkomens e.d. doorgaans van gewapend beton; zie kazemat. MvC"
zoutvat (keukengerei);objectnaam;niet gedefinieerd;AAT;"";Houders voor tafelzout. Worden gemaakt in een grote verscheidenheid aan vormen, stijlen, materialen en grootte.
peper- en zoutstel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300435049;Stel van twee bij elkaar behorende potjes, één voor zout, één voor peper.
drinkglas;objectnaam;descriptor;http://vocab.getty.edu/aat/;300043230;Drinkvaatwerk van glas bedoeld voor één enkel persoon.
actiefiguur;objectnaam$onderwerp;niet gedefinieerd;Wikipedia;"";Plastic figuur met een lengte van enkele centimeters tot soms wel een halve meter groot, meestal gemaakt naar het voorbeeld van een personage uit een film, een videospel of een televisieserie, maar soms ook met een origineel thema. De meeste actiefiguurtjes zijn te bewegen bij de armen, de benen en de nek. De term werd voor het eerst gebruikt in 1964 door Hasbro, ter promotie van hun G.I. Joe-poppen.
voorraadbus;objectnaam;non-descriptor;Van dale;"";Doos van blik, ijzer, koper enz., meest cilindervormig en meer hoog dan breed, geschikt om iets, bv. kruidenierswaren (zoals koffie, thee, suiker, cacao), kolen, melk, verf, in te bewaren of te vervoeren, m.n. doos van blik om verduurzaamde spijzen of dranken in te bewaren.
ijsbombe;objectnaam;niet gedefinieerd;Van Dale;"";IJsgerecht in twee kleuren.
stoof (voet);objectnaam;non-descriptor;"";"";""
assenbak;objectnaam$onderwerp;non-descriptor;"";"";""
thermoskan;objectnaam;descriptor;http://vocab.getty.edu/aat/;300400477;Met stop afsluitbare, als een thermosfles werkende schenkkan.
vijlpin;objectnaam;non-descriptor;"";"";""
knophaak;objectnaam;non-descriptor;"";"";""
pannenlap;objectnaam;descriptor;http://vocab.getty.edu/aat/;300215743;Dikke, buigzame stukken stof, bijvoorbeeld gewatteerde of gehaakte lappen, ter bescherming van de handen bij het oppakken van heet kookgerei. (aat)
slamand;objectnaam;niet gedefinieerd;MOT;"";"Komvormig recipiënt van vertinde staaldraad met twee hengsels waarmee men de mand afsluit of opendoet. Stop de gewassen sla erin en zwier de slamand rond; het water zal doorheen de mand naar buiten geslingerd worden.
Een modern model is de slacentrifuge. Deze is van plastic en volledig dicht, met een geperforeerd mandje binnenin. Door middel van een krukje worden de tandwielen in het deksel in beweging gebracht; het geperforeerd mandje draait rond en het water wordt eruit geslingerd en opgevangen in de trommel. Het mandje kan ook ronddraaien door aan een touwtje te trekken. [MOT]
"
groentehakmes;objectnaam;niet gedefinieerd;MOT;"";"Keukengereedschap om groenten mee fijn te hakken. Er bestaat een grote verscheidenheid in vorm. De snede kan rechthoekig of afgerond zijn; het hecht kan bovenaan het blad bevestigd zijn - horizontaal als een kruk
of aan één of beide uiteinden verbonden met het blad - maar kan ook in het verlengde van het blad liggen. In het laatste geval lijkt het mes op het vleeshakmes, maar het is lichter. Het groentehakmes wordt steeds in combinatie met een hakblok of een houten kom of schaal gebruikt."
messing;materiaal;descriptor;http://vocab.getty.edu/aat/;300010946;""
wetstaal;objectnaam;niet gedefinieerd;MOT;"";Keukenmessen worden geslepen met een messenslijper, een zeer gladde wetsteen of een wetstaal. Dat laatste heeft een staafvormig werkend deel (ca. 10-30cm lang) dat in doorsnede rond is, vaak met fijne groeven in de lengte en een recht houten, plastic of hertshoorn hecht. De staaf is van hoogwaardig gehard staal. Tussen hecht en werkend deel is er meestal een verbreding als bescherming voor de vingers. Het mes wordt herhaaldelijk in één beweging over het wetstaal gehaald, totdat het opnieuw scherp is. [MOT]
Stockholm;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7009861;""
mayonaisemaker;objectnaam;niet gedefinieerd;HVA;"";"Machine om verse mayonaise mee te bereiden. (hva)
"
Zutphen;plaats;descriptor;http://vocab.getty.edu/tgn/;7006897;""
Stavelot;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007994;""
drukmeter;objectnaam;descriptor;http://vocab.getty.edu/aat/;300200140;Instrumenten voor het meten van druk, meestal van gassen of vloeistoffen
hobbelpaard;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300211216;"Alleen te gebruiken voor speelgoedpaarden of andere dieren die op schommelhouten, glijders of springveren zijn gemonteerd; gebruik 'stokpaarden' voor speelgoed met een paardenhoofd op het uiteinde van een korte stok waar kinderen op rijden. (aat)"
marionet;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300211126;Poppenkastpoppen die van bovenaf worden bewogen met touwtjes die aan hun ledematen zijn bevestigd.
blokkenpuzzel;objectnaam$objectnaam;non-descriptor;"";"";""
slangenmens;beroep$onderwerp;descriptor;https://www.wikidata.org/entity/;Q19828939;Zeer lenige en buigzame acrobaat die zich letterlijk in allerlei bochten wringt.
barbie;objectnaam;non-descriptor;"";"";""
bijzetstukje;objectnaam;non-descriptor;"";"";""
haardunmes;objectnaam;non-descriptor;"";"";""
trimmes;objectnaam;non-descriptor;"";"";""
haarborstel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300236713;Borstels die worden gebruikt voor het gladmaken en stileren van het haar.
dunningsschaar;objectnaam;non-descriptor;"";"";""
haardunschaar;objectnaam;non-descriptor;"";"";""
effileerschaar;objectnaam;niet gedefinieerd;MOT;"";"Nadat de kapper de haren met een kappersschaar heeft geknipt, gebruikt hij een effileerschaar om ze zo te knippen dat er in een pluk haar verschillende lengtes voorkomen; dit om beweeglijkheid en textuur te krijgen of om het haar uit te dunnen. De techniek bestaat er uit om twee à driemaal schuin in het onderste deel van een gemiddeld dik pluk haar te knippen met enkele centimeters tussenafstand.
De effileerschaar is een licht roestvrijstalen schaartje (ca. 13-17 cm) met aan beide zijden een getand blad. De (langere) tanden van één blad hebben aan hun uiteinde een schuinstaande V-vormige inkeping om het haar vast te houden tijdens het knippen. De tussenafstand van de tanden verschilt van ca. 3 mm bij de grove modellen tot ca. 0,7 mm bij de fijne modellen. Hoe dichter de tanden op elkaar staan, hoe meer er wordt uitgedund. De ogen, waar juist één vinger in past, kunnen uit kunststof zijn. Soms is er aan één oog een pinnetje voorzien waar de ringvinger tegen duwt.
Een ander model, ook coupeschaar genoemd, bestaat uit een scherp blad en één getand blad. Om haar uit te dunnen kan men ook gebruik maken van het effileermes, de kappersschaar of het scheermes. [MOT]
"
krulijzer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300236312;Staafachtige, vaak van metaal gemaakte voorwerpen waar haar omheen wordt gewonden om het door middel van warmte te krullen.
schep;objectnaam;descriptor;http://vocab.getty.edu/aat/;300200062;Gerei met een troffelachtig of anders gevormd schepgedeelte, soms gedeeltelijk bedekt om een kom te vormen, dat wordt gebruikt voor het snijden van stukken van zachte voedingswaren of fruit om het op te dienen of uit te delen. Wordt ook gebruikt voor het serveren van graankorrels en gepureerd voedsel. [AAT: schep (serveermateriaal)]
vacuümtrekker;objectnaam;niet gedefinieerd;HVA;"";Machine waarmee men verpakt voedsel, … vacuum kan trekken. (hva)
plakband;objectnaam;descriptor;http://vocab.getty.edu/aat/;300310136;Een band die aan één zijde is bedekt met een klevend mengsel.
beautyset;objectnaam;niet gedefinieerd;HVA$www.dethermen.nl/workshops/beautyworkshops;"";Set met toiletbenodigdheden. (hva)
haarschuier;objectnaam;non-descriptor;"";"";""
haarband;objectnaam;niet gedefinieerd;AAT$Van Dale;"";"Banden of stroken die worden gebruikt om het haar vast te houden; worden gedragen voor functionele doeleinden of ter versiering. (aat)"
sensualiteit;onderwerp;niet gedefinieerd;"";"";""
haarschuifje;objectnaam;non-descriptor;"";"";""
haarsnoer;objectnaam;non-descriptor;"";"";""
beautycase;objectnaam;niet gedefinieerd;Van Dale$Wikipedia;"";Koffertje met toiletbenodigdheden (voor dames). (Van Dale)
inktstel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300196804;Standaarden voor inktpotten en schrijfgerei.
haardroogapparaat;objectnaam$onderwerp;non-descriptor;"";"";""
regenkapje;objectnaam;non-descriptor;"";"";""
TL.ALG;CLASS;niet gedefinieerd;"";"";""
haarnetje;objectnaam;niet gedefinieerd;AAT$Van Dale;"";"Netje om het kapsel in zijn vorm te houden of te beschermen (Van Dale)
Opengewerkte netjes gemaakt van mensenhaar, zijde of synthetische materialen die over het haar worden gedragen om het op de plaats te houden. Ook te gebruiken voor soorten die zijn bezet met parelachtige versieringen. (AAT)"
toupet;objectnaam;non-descriptor;"";"";""
hoedenbol;objectnaam;non-descriptor;"";"";""
haarspeldje;objectnaam;non-descriptor;"";"";""
schuivertje;objectnaam;non-descriptor;"";"";""
haaraccessoire;objectnaam;niet gedefinieerd;AAT$HVA;"";Accessoire aan te brengen in het haar. (hva)
handhaarknipmachine;objectnaam;non-descriptor;"";"";""
kam (haarsieraad);objectnaam;descriptor;http://vocab.getty.edu/aat/;300046265;Kammen met drie of meer tanden en een decoratief bovendeel dat zichtbaar dient te blijven als de tanden in het haar zijn geschoven.(aat)
haarkam;objectnaam;non-descriptor;"";"";""
lingerieschaar;objectnaam;non-descriptor;"";"";""
scheerbekken;objectnaam;descriptor;http://vocab.getty.edu/aat/;300227367;"Ondiepe houders voor het aanmaken en opvangen van scheerschuim bij het scheren door de kapper; aan één kant is van de rand een halve cirkel uitgespaard."
droogscheerder;objectnaam;non-descriptor;"";"";""
Wallonië;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;4012014;""
krulspeld;objectnaam;descriptor;http://vocab.getty.edu/aat/;300236310;Diverse spelden, knippen of krulpennen waar haarlokken omheen worden gewonden of vastgeklemd om het haar te krullen.
haarverzorgingsproduct;objectnaam;niet gedefinieerd;HVA$www.drogisterij.net;"";Product om het haar mee te wassen, balsemen, kleuren en in vorm te krijgen.
talkpoeder;objectnaam;descriptor;https://www.wikidata.org/entity/;Q134583;Talk in poedervorm, gebruikt als strooipoeder voor de huid.
kam (verzorgingsbenodigdheden);objectnaam;descriptor;http://vocab.getty.edu/aat/;300236397;Voorwerpen met aan één of beide kanten een rij tanden die worden gebruikt voor het in orde brengen, ontwarren of schoonmaken van het haar.
trimmer;objectnaam;non-descriptor;"";"";""
afwaskast;objectnaam;non-descriptor;"";"";""
veiligheidsscheermesje;objectnaam;non-descriptor;"";"";""
scheerapparaat;objectnaam;descriptor;http://vocab.getty.edu/aat/;300236438;Scherpe voorwerpen die met de hand worden bediend of die op elektriciteit werken en speciaal worden gebruikt voor het scheren van het gezicht en benen of het bijknippen van haar.
ontgeurder;objectnaam;niet gedefinieerd;HVA$www.ivago.be;"";Apparaat of middel om slechte geuren te neutraliseren.
babykleding;objectcategorie;descriptor;http://vocab.getty.edu/aat/;300411402;""
schoonheidskistje;objectnaam;non-descriptor;"";"";""
veiligheidsscheermes;objectnaam;niet gedefinieerd;MOT$Van Dale$Wikipedia;"";"Metalen mesje (ca. 4cm bij 1cm) dat aan één of twee zijden snijdt en dat in een kapje geplaatst wordt dat haaks bevestigd is aan een rechte steel (ca. 7-10cm). Het geheel kan van metaal of van plastic zijn. Vroeger werden de mesjes gewet op een speciaal daarvoor bestemd wetleer; vandaag zijn het wegwerpmesjes. In vergelijking met het andere scheermes kan men zich met het veiligheidsscheermes makkelijker scheren zonder zich te snijden. [MOT]"
scheermesjesslijper;objectnaam;niet gedefinieerd;MOT;"";"Om de mesjes van een veiligheidsscheermes te slijpen gebruikte men vroeger een klein wetleer waarover men het mesje heen en weer schoof. Er bestaan ook modellen uit inox waar het veiligheidsmesje tussen een houder wordt geklemd en men het samen met een mechanisme heen en weer over een wetsteen laat glijden. Het mechanisme zorgt ervoor dat het mesje regelmatig draait zodat de 4 vouwen van het mesje geslepen kunnen worden. De wetsteen is zeshoekig waarbij op één zijde een leer werd gelijmd.
Bij een ander model zijn het twee kleine slijpstenen die over het lichtgekantelde mesje, geklemd in een houder, glijden. Ook hier wordt, in twee bewegingen, het mesje geslepen.Om de mesjes te slijpen kan men ook gebruik maken van een holronde oliesteen. [MOT]"
lemmet (verlichting);objectnaam;non-descriptor;"";"";""
De Vreese, Martha;eigennaam;niet gedefinieerd;"";"";""
babypoeder;objectnaam;non-descriptor;"";"";""
kinderschoen;objectnaam;niet gedefinieerd;Van Dale;"";Schoen van of voor een kind.
suikerbonendoos;objectnaam;niet gedefinieerd;Van Dale;"";"
Doos voor suikergoed dat in België bij de geboorte van een kind aan vrienden en kennissen ten geschenke wordt aangeboden.
"
kroketpers;objectnaam;niet gedefinieerd;MOT;"";"Keukenapparaat waarmee men kroketten kan persen. Het heeft een cilindrisch of vierkant, veelal plastic huis met één of meerdere buisvormige uitsteeksels onderaan en een draaizwengel of een staaf die als hefboom dienst doet.
De kroketpers wordt gevuld met aardappelpuree en met behulp van de draaizwengel of staaf wordt er een plaatje naar beneden geduwd de puree deeg doorheen het buisvormig uitsteeksel perst. Op deze wijze wordt er een lange worstvorm gevormd die nadien in kleinere stukjes - de grootte van één kroket - gesneden wordt.
Bij sommige modellen is er een draagplankje op wieltjes dat onder de pers geschoven wordt en waar de geperste kroketten op terecht komen. [MOT]
"
schoonheidsmiddel;objectnaam$onderwerp;non-descriptor;"";"";""
maskara;objectnaam;non-descriptor;"";"";""
toiletpoeder;objectnaam;non-descriptor;"";"";""
doopsuiker;objectnaam;non-descriptor;"";"";""
lipstick;objectnaam;non-descriptor;"";"";""
kindermobiel;objectnaam;non-descriptor;"";"";""
gezichtsmasker;objectnaam$onderwerp;non-descriptor;"";"";""
lippenstift;objectnaam;niet gedefinieerd;AAT$Van Dale;"";Cosmetica die wordt gebruikt voor het kleuren van de lippen. (aat)
mobiel;objectnaam;niet gedefinieerd;Van Dale;"";Subtiel gebalanceerde constructies van beweeglijke delen die zo zijn opgehangen dat de delen in beweging worden gezet door de beweging van de lucht. Werd oorspronkelijk gebruikt om het werk van Alexander Calder te beschrijven, maar wordt nu gebruikt om elke van dergelijke constructies te beschrijven.(aat)
mascara;objectnaam;niet gedefinieerd;Van Dale$Wikipedia;"";Make-up, vloeibare kleurstof om oogharen (en wenkbrauwen) te kleuren. (van dale)
zondagsschoolprentje;objectnaam;non-descriptor;"";"";""
LB.KATH.HEIL;CLASS;niet gedefinieerd;"";"";""
kinderkous;objectnaam$onderwerp$materiaal;non-descriptor;"";"";""
nachtjapon;objectnaam;niet gedefinieerd;AAT$Van Dale;"";Ruimvallende kledingstukken van verschillende lengtes, met of zonde r mouwen, die door vrouwen en kinderen worden gedragen om in te slapen. (aat)
tampax;objectnaam;non-descriptor;"";"";""
jarretelle;objectnaam;descriptor;http://vocab.getty.edu/aat/;300255782;Aan een kledingstuk (m.n. een korset) bevestigde band (elastiek) om een kous mee op te houden. Sokophouder.
tampon (lichaamsverzorging);objectnaam;niet gedefinieerd;AAT;"";Proppen of staafjes, meestal van katoen, die worden gebruikt om bloedingen te stelpen of menstruaal bloed te absorberen.
tandenborstel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300236465;Kleine borstels met lange handvatten die worden gebruikt voor het tandenpoetsen.
toiletzak;objectnaam;non-descriptor;"";"";""
Bottelare;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7246873;""
badhanddoek;objectnaam;niet gedefinieerd;AAT$Van Dale;"";Grote, grove handdoek van badstof om zich na het baden  af te drogen. (Van Dale)
handdoek;objectnaam;descriptor;http://vocab.getty.edu/aat/;300216632;Rechthoekige stukken stof, papier of ander absorberend materiaal voor afvegen of afdrogen. (aat)
flesverwarmer;objectnaam;non-descriptor;"";"";""
schuurmiddel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300014693;Elk hard, scherp materiaal dat een zachter, minder bestendig oppervlak afslijt wanneer de twee over elkaar worden gewreven.
spiegel;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300037682;Wordt gebruikt voor voorwerpen met een zeer gepolijst oppervlak, vaak omlijst en ontworpen om beelden te weerspiegelen. 
papflesverwarmer;objectnaam;non-descriptor;"";"";""
flessenwarmer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300420972;Elektrisch apparaat om een zuigfles met babyvoeding op temperatuur te brengen.
kinderwant;objectnaam;non-descriptor;"";"";""
vuisthandschoen;objectnaam;non-descriptor;"";"";""
want;objectnaam;non-descriptor;"";"";""
handschoenenmaker;onderwerp;descriptor;http://vocab.getty.edu/aat/;300025293;Personen die handschoenen maken of verkopen.
Wereldtentoonstelling Antwerpen 1894;gebeurtenis$onderwerp;niet gedefinieerd;"";"";""
pamper;objectnaam;non-descriptor;"";"";""
zeep;objectnaam$materiaal$onderwerp;descriptor;http://vocab.getty.edu/aat/;300014329;Reinigingsmiddel dat, door wrijven met water, in schuim kan oplossen (in scheikundige zin een kalium- of natriumzout van een vetzuur, dat men verkrijgt door de verhitting van vetten met kali- of natronloog resp. met kalium- of natriumcarbonaat).
rokkenspuit;objectnaam;niet gedefinieerd;Van Dale;"";Toestel waarmee door het verstuiven van krijtpoeder een lijn getrokken kan worden op rokken, teneinde een rechte zoom op de juiste hoogte te kunnen aanbrengen.
zeepbakje;objectnaam;descriptor;http://vocab.getty.edu/aat/;300215617;Open houders voor zeep, vast bevestigd in badkamer, keuken of toilet. Gebruik 'zeepdozen' voor transportabele doosjes of geperforeerde houders waar een stuk zeep in kan. (AAT)
luier;objectnaam;niet gedefinieerd;AAT$HVA;210599;"Vierkante, langwerpige of driehoekige doeken, meestal met spelden vastgemaakt, gedragen door zuigelingen; tegenwoordig meestal vervangen door wegwerp-exemplaren."
duster;objectnaam;non-descriptor;"";"";""
boensel;objectnaam;non-descriptor;"";"";""
boenborstel;objectnaam;non-descriptor;"";"";""
schuurpapier;objectnaam;descriptor;http://vocab.getty.edu/aat/;300014696;Sterk papier dat is bedekt met schuurmateriaal, zoals siliciumdioxyde, granaatsteen, siliciumcarbide of aluminiumoxyde. Wordt gebruikt om iets glad te maken of te schuren.
breitas;objectnaam;non-descriptor;"";"";""
EHBO-koffer;objectnaam;non-descriptor;"";"";""
handwerkdoos;objectnaam;non-descriptor;"";"";""
pamperbroekje;objectnaam;non-descriptor;"";"";""
schuurproduct;objectnaam;non-descriptor;"";"";""
schuurpoeder;objectnaam;niet gedefinieerd;Van Dale;"";Poeder om mee te schuren. (van dale)
strikslip;objectnaam;niet gedefinieerd;HVA$www.combicare.nl;"";Slip ter fixatie van een inlegluier. Wordt gestrikt aan de zijkanten. (hva)
luierbroekje;objectnaam;descriptor;http://vocab.getty.edu/aat/;300312277;Een broekje dat over een luier heen gaat.
Genk;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7007886;""
handborstel;objectnaam;non-descriptor;"";"";""
handstoffer;objectnaam;non-descriptor;"";"";""
ontstoffer;objectnaam;non-descriptor;"";"";""
plumeau;objectnaam;non-descriptor;"";"";""
stofkwast;objectnaam;non-descriptor;"";"";""
vederborstel;objectnaam;non-descriptor;"";"";""
