term;term.soort;term.status;bron;term.nummer;scope_note
guts;objectnaam;descriptor;http://vocab.getty.edu/aat/;300023756;""
elektriciteitscentrale;trefwoord$onderwerp$motief;descriptor;http://vocab.getty.edu/aat/;300000414;Wordt gebruikt voor complexen van gebouwen of andere bouwwerken met apparatuur voor het opwekken van elektriciteit. 
IJsland;geografisch trefwoord$plaats$land;descriptor;http://vocab.getty.edu/tgn/;1000077;""
Brugge;trefwoord$geografisch trefwoord$plaats$associatie;descriptor;http://vocab.getty.edu/tgn/;7007867;""
stoeten;trefwoord$motief;non-descriptor;"";"";""
meettechniek;trefwoord;non-descriptor;"";"";""
Bree;trefwoord$plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026358;""
drukken;trefwoord$onderwerp$collectie;descriptor;http://vocab.getty.edu/aat/;300053319;Wordt gebruikt voor procédés waarbij een beeldende of tekstuele voorstelling wordt overgebracht op papier of stof, meestal door middel van een plaat, blok, steen of rooster. Wordt ook gebruikt voor het maken van fotografische afdrukken.
musea;trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300312281;""
Zaandam;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;4012447;""
Brazilië;trefwoord$land$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000047;""
Loodsen;trefwoord;non-descriptor;"";"";""
beurzen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300054776;""
scheepsbouw;trefwoord$motief;descriptor;http://vocab.getty.edu/aat/;300247448;""
gereedschapmaken;trefwoord;non-descriptor;"";"";""
frezen;trefwoord$collectie;non-descriptor;"";"";""
hoogoven;trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300006438;Grote, verticale structuren voor het smelten van ijzer uit erts, met behulp van een vaste brandstof, zo ontworpen om een continue luchtstroom door de brandstof te sturen om zo om een hoog percentage van de verbranding te garanderen.
textielonderzoek;trefwoord$collectie$onderwerp;descriptor;https://www.wikidata.org/entity/;Q59202023;""
rijwielen;trefwoord$motief$objectnaam;non-descriptor;http://vocab.getty.edu/aat/;300212636;""
bidsnoer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300262831;""
straatmeubilair;trefwoord$collectie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300003900;Banken, wegwijzers, verlichtingsinstallaties en houders, die deel uitmaken van het ontwerp van een weg.
oorkonde;objectnaam;descriptor;https://www.wikidata.org/entity/;Q13461885;""
glasindustrie;trefwoord$motief;descriptor;https://www.wikidata.org/entity/;Q785222;""
18de eeuw;periode;descriptor;https://id.erfgoed.net/thesauri/dateringen/;18;""
slachthuizen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300006354;""
aardappelen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300435305;""
socialisme;trefwoord$motief$concept$onderwerp;descriptor;http://vocab.getty.edu/aat/;300055533;Politieke en economische ideologie die voorstander is van collectief- of staatseigendom als ook beheer van productiemiddelen en distributie van goederen. 
kistenopener;objectnaam;descriptor;"";"";""
kalk;materiaal;descriptor;http://vocab.getty.edu/aat/;300011736;""
telegram;objectnaam;descriptor;http://vocab.getty.edu/aat/;300026909;""
arbeiderswoningen;trefwoord;non-descriptor;"";"";""
zijde;trefwoord$materiaal$motief$objectnaam$afmeting$onderwerp;descriptor;http://vocab.getty.edu/aat/;300243428;"Stof gemaakt van zijdevezels. 
"
Aalst;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7006843;""
openbare werken;trefwoord$motief;descriptor;http://vocab.getty.edu/aat/;300008554;""
Nederland;trefwoord$land$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7016845;""
Vynckier;trefwoord;niet gedefinieerd;"";"";""
nummerplaat;soort opschrift;descriptor;http://vocab.getty.edu/aat/;300078081;""
twijnen;trefwoord$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300232088;Het samendraaien van twee of meer draden garen, meestal in tegenovergestelde richting van de draaiing van de gebruikte draden, om dikker en sterker garen te verkrijgen. 
mouw;objectnaam;descriptor;http://vocab.getty.edu/aat/;300210530;""
werktuigkunde;trefwoord$objectnaam$motief;descriptor;https://www.wikidata.org/entity/;Q101333;""
Nürnberg;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7004334;""
middenstand;motief$onderwerp;niet gedefinieerd;"";"";""
19de eeuw;periode;descriptor;https://id.erfgoed.net/thesauri/dateringen/;19;""
Tourcoing;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7009508;""
Spa;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007991;""
colloquium;materiaalsoort;descriptor;http://vocab.getty.edu/aat/;300311353;""
verfgrondstoffen;trefwoord$objectnaam$motief;non-descriptor;"";"";""
chemie;trefwoord$motief$collectie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300054537;Tak van fysische wetenschap die zich bezighoudt met de samenstelling en eigenschappen van de elementaire stoffen waaruit alle lichamen zijn opgebouwd, de wetten die hun samenstelling regelen en de verschillende verschijnselen die samengaan met hun blootstelling aan diverse fysische omstandigheden.
Mere (Erpe-Mere);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7252134;""
meel;trefwoord;descriptor;http://vocab.getty.edu/aat/;300389812;""
circus;trefwoord$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300069235;""
Rijsel;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008461;""
rapport;materiaalsoort$objectnaam$objectcategorie;descriptor;http://vocab.getty.edu/aat/;300027267;""
cichorei;trefwoord$objectnaam$materiaal$onderwerp;descriptor;http://vocab.getty.edu/aat/;Q158514;""
Wondelgem;geografisch trefwoord$plaats$onderwerp;descriptor;http://vocab.getty.edu/tgn/;1026817;""
Baekeland;trefwoord;descriptor;https://www.wikidata.org/entity/;Q243442;""
Wiesbaden;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1003279;""
Zeebrugge;geografisch trefwoord$trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026822;""
Gentbrugge;trefwoord$motief$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026443;""
La Lys;trefwoord$motief;descriptor;https://www.wikidata.org/entity/;Q1982576;""
Gravensteen;trefwoord$motief;descriptor;https://www.wikidata.org/entity/;Q1543972;""
Feyerick (textielfabriek Gent);trefwoord;niet gedefinieerd;"";"";""
Bangladesh;geografisch trefwoord$plaats$land;descriptor;http://vocab.getty.edu/tgn/;1000105;""
telefoon;objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300249768;Wordt gebruikt voor instrumenten, toestellen of apparaten die geluiden over een afstand overbrengen of reproduceren, vooral die apparaten waarin een menselijke stem wordt overgebracht door een kabel of een satelliet. 
nachtjapon;objectnaam$motief;non-descriptor;"";"";""
kalander;objectnaam;descriptor;https://www.wikidata.org/entity/;Q1365679;""
papiergeld;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300191324;""
arbeid;trefwoord$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300263340;Menselijke activiteit die de goederen voortbrengt of de diensten verzorgt die in een economie worden gevraagd.
scheepsvaart;trefwoord$motief;descriptor;https://www.wikidata.org/entity/;Q155930;""
vouwmachine;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300428849;Machine voor het vouwen van gedrukte vellen papier en katernen
vlasteelt;trefwoord;niet gedefinieerd;"";"";""
Engelskirchen;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1038975;""
Bochum;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7076833;""
neus;objectnaam;descriptor;https://www.wikidata.org/entity/;Q7363;""
papillottang;objectnaam;niet gedefinieerd;"";"";""
centrale;filiaal$onderwerp;niet gedefinieerd;"";"";""
auteur;rol$beroep;descriptor;http://vocab.getty.edu/aat/$https://www.wikidata.org/entity/;300025492$Q36180;""
Zuid-Afrika;geografisch trefwoord$plaats$land;descriptor;http://vocab.getty.edu/tgn/;1000193;""
Arnhem;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7006876;""
Bokrijk;trefwoord$plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7248839;""
Delft;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7006804;""
Oostenrijk;geografisch trefwoord$land$plaats;descriptor;http://vocab.getty.edu/tgn/;1000062;""
schoorstenen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300003933;""
Bremen;trefwoord$plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7077072;""
hars;materiaal;descriptor;http://vocab.getty.edu/aat/;300012882;""
Wereldtentoonstelling;trefwoord$motief$onderwerp$gebeurtenis;descriptor;http://vocab.getty.edu/aat/;300054778;""
Stuttgart;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7004425;""
Polen;trefwoord$geografisch trefwoord$land$plaats;descriptor;http://vocab.getty.edu/tgn/;7006366;""
crête passement;objectnaam;descriptor;"";"";""
pakhuizen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300007722;""
katoenindustrie;trefwoord$motief$onderwerp;descriptor;https://www.wikidata.org/entity/;Q56604650;""
papier;materiaal$objectnaam$motief$soort opschrift$onderwerp;descriptor;http://vocab.getty.edu/aat/;300014109;""
jacquard;motief$trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300256616;Stof met ingeweven patronen, vervaardigd op een Jacquardgetouw.
inox;materiaal;non-descriptor;"";"";""
meubilair;objectcategorie$objectnaam$onderwerp$trefwoord;descriptor;http://vocab.getty.edu/aat/;300037680;Verplaatsbare of vaste voorwerpen of uitrusting, functioneel of ter versiering, in het bijzonder voorwerpen om op te zitten of te liggen of voor opslag, zoals stoelen, bedden, tafels en kasten, in een woning, bedrijf of openbare ruimte. 
centrifuge;objectnaam;descriptor;https://www.wikidata.org/entity/;Q191134;""
Hasselt;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7238592;""
bidprentje;objectnaam;descriptor;http://vocab.getty.edu/aat/;300026812;""
lassen1;trefwoord$activiteit;non-descriptor;"";"";""
wevers;trefwoord$objectnaam;descriptor;http://vocab.getty.edu/aat/;300025367;""
tapijtwevers;trefwoord$objectnaam$motief;non-descriptor;"";"";""
verzet;trefwoord;descriptor;http://vocab.getty.edu/aat/;300412117;""
huishoudlinnen;trefwoord$objectcategorie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300257519;""
sigarenkistetiket;objectnaam;descriptor;"";"";""
botanie;trefwoord;non-descriptor;"";"";""
beddenwarmer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300375242;""
Laarne;trefwoord$geografisch trefwoord$plaats$associatie;descriptor;http://vocab.getty.edu/tgn/;1100301;""
Lebbeke;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026552;""
Bergen;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007961;""
lijm;objectnaam$trefwoord$materiaal;descriptor;http://vocab.getty.edu/aat/;300014815;Een onzuivere proteïne verkregen door hydrolyse van collagene materialen zoals huid, been en bindweefsel, door verschillende methoden. 
siroop;objectnaam;descriptor;http://vocab.getty.edu/aat/;300014684;""
veiligheidsbuis;objectnaam;niet gedefinieerd;"";"";""
edelstenen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300011172;""
inhoudsmeting;trefwoord;niet gedefinieerd;"";"";""
Genève;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007279;""
Le Mans;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008494;""
Scheldewindeke;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7253715;""
Manchester;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7010477;""
Evergem;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026420;""
flessen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300045627;""
grasmachines;trefwoord;descriptor;http://vocab.getty.edu/aat/;300024292;""
asbak;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300198897;Houders om as van tabak in op te vangen, gemaakt in allerlei maten, vormen en uitvoeringen.
hamerkop;objectnaam;descriptor;http://www.wikidata.org/entity;Q34503943;""
geluid;trefwoord$aspect$rol;descriptor;http://vocab.getty.edu/aat/;300056060;""
nootmuskaatrasp;objectnaam;descriptor;http://vocab.getty.edu/aat/;300200453;Kleine gebruiksvoorwerpen met een deksel met een scharnier die zijn voorzien van een rasp en worden gebruikt voor bewaren en raspen van nootmuskaat. 
alternatieve energie;trefwoord$onderwerp;descriptor;https://www.wikidata.org/entity/;Q4202245;""
leger;trefwoord$objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300137542;""
röntgenapparaat;objectnaam;descriptor;https://www.wikidata.org/entity/;Q30715253;""
vetpomp;objectnaam;descriptor;"";"";""
meubel;trefwoord$objectcategorie$objectnaam$onderwerp;non-descriptor;"";"";""
zagen;trefwoord$collectie;descriptor;http://vocab.getty.edu/aat/;300053072;""
Leonardo Da Vinci;trefwoord$motief;descriptor;https://www.wikidata.org/entity/;Q762;""
museumkunde;trefwoord;descriptor;http://vocab.getty.edu/aat/;300054275;""
auto;trefwoord$motief$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300178739;Te gebruiken voor zichzelf voortstuwende voertuigen die vooral zijn bedoeld voor het transporteren van passagiers over gewone wegen.
Versailles;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008070;""
hoefstempel;objectnaam;niet gedefinieerd;"";"";""
stijfsel;materiaal$objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300012959;Een organisch bestanddeel van plantencellen, een lid van de amylosegroep van koolhydraten.
Norm;objectnaam;descriptor;http://vocab.getty.edu/aat/;300056128;""
tuin;trefwoord$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/$https://id.erfgoed.net/thesauri/erfgoedtypes/;300008090$1603;""
Katoenplantages;trefwoord$motief;non-descriptor;"";"";""
wetenschappen;trefwoord$motief;descriptor;http://vocab.getty.edu/aat/;300054462;""
vrouwen;trefwoord$motief$objectnaam$inscriptie positie$onderwerp;non-descriptor;http://vocab.getty.edu/aat/;300025943;""
blusher;objectnaam;descriptor;https://www.wikidata.org/entity/;Q181791;""
Dendermonde;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/aat/;7007872;""
katoenteelt;trefwoord$motief$onderwerp;descriptor;https://www.wikidata.org/entity/;Q12080077;""
Verenigde Staten van Amerika;geografisch trefwoord$trefwoord$motief$plaats$land;descriptor;http://vocab.getty.edu/tgn/;7012149;""
steenkool;trefwoord$objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300015149;""
man;trefwoord$associatie;descriptor;http://vocab.getty.edu/aat/;300025928;""
spinnen;trefwoord$motief$collectie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300053661;""
collage;objectnaam;descriptor;http://vocab.getty.edu/aat/;300138699;""
planten;trefwoord;descriptor;http://vocab.getty.edu/aat/;300132360;""
lantaarn;trefwoord$motief$objectnaam;descriptor;http://vocab.getty.edu/aat/;300037647;"Vast of draagbaar, beschermend en lichtdoorlatend omhulsel van een lichtbron; stevig geraamte, zijkanten van transparant glas, hoorn of opengewerkt materiaal. "
serviezen;trefwoord;non-descriptor;"";"";""
slotenmaker;trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300025336;""
bestek;trefwoord$objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300199794$Q81944;""
De Panne;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026385;""
klok (uurwerk);objectnaam$objectcategorie$trefwoord;descriptor;http://vocab.getty.edu/aat/;300041575;Instrumenten die het verstrijken van de tijd meten en dat aangeven met wijzers of cijfers. 
weegschalen;trefwoord$objectnaam;descriptor;http://vocab.getty.edu/aat/;300196293;""
fiets;trefwoord$motief$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300212636;Voertuigen met twee wielen achter elkaar, die worden aangedreven door de berijder die schrijlings op een frame zit dat de wielen en het stuur bij elkaar houdt. 
muziek;motief$associatie$onderwerp;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300054146$Q638;""
tentoonstelling;materiaalsoort$trefwoord$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300054766;""
veehouderij;trefwoord;descriptor;https://www.wikidata.org/entity/;Q80962;""
halster;trefwoord$objectnaam;descriptor;https://www.wikidata.org/entity/;Q148558;""
ambacht;motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300054704;""
wolkam;trefwoord$objectnaam;descriptor;https://www.wikidata.org/entity/;Q2402796;""
verven;trefwoord$objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300053049;""
botanische tuinen;trefwoord;descriptor;http://vocab.getty.edu/aat/;300008107;""
Machelen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007952;""
verslag;materiaalsoort$objectnaam;descriptor;http://vocab.getty.edu/aat/;300027294;""
gevels;trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300104722;""
transport;trefwoord$motief$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300055244;Het proces of de handeling waarbij iets naar elders wordt overgebracht. 
